dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2018-01-01,2018-01,1483,334.8709677419355,0,0.10450955885298867,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2018-02-01,2018-02,1261,284.741935483871,0,0.0888648372984617,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2018-03-01,2018-03,1676,419.0,0,0.11811060056480716,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2018-04-01,2018-04,1536,346.83870967741933,0,0.10824455994483519,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2018-05-01,2018-05,1682,392.4666666666667,0,0.11853343087709164,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2018-06-01,2018-06,1429,322.67741935483866,2,0.10070408604242806,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2018-07-01,2018-07,1568,365.8666666666667,0,0.11049965494368592,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2018-08-01,2018-08,1519,343.0,0,0.10704654072669574,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2018-09-01,2018-09,1330,300.32258064516134,0,0.09372738588973359,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2018-10-01,2018-10,1315,306.83333333333337,0,0.09267031010902231,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2018-11-01,2018-11,1229,277.5161290322581,0,0.08660974229961096,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2018-12-01,2018-12,1206,281.40000000000003,0,0.084988892769187,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2019-01-01,2019-01,1267,286.09677419354836,0,0.08900469833990414,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2019-02-01,2019-02,1041,235.06451612903226,0,0.07312856430295203,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2019-03-01,2019-03,1339,334.75,1,0.09406258174990659,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2019-04-01,2019-04,1372,309.80645161290323,0,0.09638077831282436,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2019-05-01,2019-05,1351,315.23333333333335,0,0.09490556231824032,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2019-06-01,2019-06,1199,270.741935483871,1,0.08422780845267962,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2019-07-01,2019-07,1330,310.33333333333337,1,0.09343034632365628,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2019-08-01,2019-08,1232,278.19354838709677,0,0.0865460050155974,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2019-09-01,2019-09,1111,250.87096774193546,0,0.07804595095156551,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2019-10-01,2019-10,1121,261.56666666666666,1,0.0787484347585103,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2019-11-01,2019-11,1030,232.58064516129033,1,0.07235583211531277,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2019-12-01,2019-12,1018,237.5333333333333,2,0.07151285154697902,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2020-01-01,2020-01,878,198.25806451612905,1,0.06156624702114641,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2020-02-01,2020-02,404,91.22580645161291,0,0.02832888815096031,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2020-03-01,2020-03,607,146.51724137931035,1,0.042563453236715114,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2020-04-01,2020-04,799,180.41935483870967,0,0.056026687209448735,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2020-05-01,2020-05,753,175.70000000000002,0,0.05280112073681463,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2020-06-01,2020-06,815,184.03225806451613,1,0.057148623373843195,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2020-07-01,2020-07,873,203.70000000000002,0,0.061215641969773145,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2020-08-01,2020-08,947,213.83870967741933,1,0.06640459673009756,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2020-09-01,2020-09,844,190.58064516129033,1,0.05918213267180816,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2020-10-01,2020-10,913,213.03333333333333,0,0.06402048238075932,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2020-11-01,2020-11,793,179.06451612903226,1,0.0556059611478008,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2020-12-01,2020-12,756,176.4,0,0.05301148376763859,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2021-01-01,2021-01,702,158.51612903225805,0,0.04921352072330567,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2021-02-01,2021-02,713,161.0,0,0.04998467275743154,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2021-03-01,2021-03,900,225.00000000000003,0,0.06309425733757136,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2021-04-01,2021-04,860,194.19354838709677,0,0.0602900681225682,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2021-05-01,2021-05,862,201.13333333333333,0,0.06043027758331835,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2021-06-01,2021-06,733,165.51612903225805,0,0.051386767364933125,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2021-07-01,2021-07,919,214.43333333333334,1,0.06442624721469788,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2021-08-01,2021-08,824,186.06451612903226,0,0.05776629782906534,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2021-09-01,2021-09,831,187.64516129032256,0,0.0582570309416909,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2021-10-01,2021-10,755,176.16666666666669,0,0.05292907143318487,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2021-11-01,2021-11,765,172.74193548387095,1,0.05363011873693567,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2021-12-01,2021-12,864,201.6,1,0.06057048704406852,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D012,other-hepatitis,Other Hepatitis,CN,China,D012,Other Hepatitis,未分型肝炎,Viral,2022-01-01,2022-01,682,154.0,0,0.04785361892877373,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
